1.425960041817006111e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425960102019401073e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425960162460915089e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425960223037394047e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425960283383194923e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425960343899287939e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425960403723457098e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425960463446904898e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425960523830687046e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425960583460190058e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425960643570436001e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425960703317662001e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425960823205311060e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425960883295639038e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425960943921670914e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425961003158917904e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425961063820229053e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425961123539511919e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425961183248999119e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425961244003472090e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425961304828789949e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425961364580063105e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425961424974848032e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425961484864624023e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425961544721371889e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425961604651449919e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425961664301764011e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425961724448954105e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425961784690099001e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425961844472572088e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425961904750283957e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425961964493983984e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425962024233952045e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425962085039632082e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425962145868056059e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425962205197504997e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425962265099136114e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425962325980695963e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425962385982811928e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425962445481183052e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425962505476876020e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425962565453170061e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425962625955565929e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425962685095033884e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425962745729276896e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425962805872925043e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425962925608242989e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425963045516119003e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425963105800246000e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425963225339051962e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425963285166826010e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425963345545572996e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425963405452996016e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425963465435096979e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425963525388727903e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425963585884308100e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425963645805454969e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425963765383977890e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425963825848366976e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425963885843206882e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425963945779181004e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425964005607258081e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425964066008939028e+09,6.800000000000000000e+01,3.600000000000000000e+01
1.425964126893359900e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425964186275623083e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425964246146068096e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425964306979706049e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425964366887388945e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425964486963850021e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425964546867295027e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425964606926098108e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425964666890176058e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425964726435945034e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425964786981118917e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425964846950045109e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425964906432786942e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425964966492767096e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425965026491225004e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425965086487206936e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425965146572567940e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425965266341042042e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425965326516407013e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425965386726809025e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425965446883667946e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425965507014606953e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425965567725589037e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425965627415666103e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425965687643862009e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425965747864424944e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425965807122751951e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425965867329250097e+09,6.800000000000000000e+01,3.700000000000000000e+01
1.425965927578727961e+09,6.800000000000000000e+01,3.700000000000000000e+01
